name                ,dob       ,visit_date,date      ,theft_date
Patrick Gaff        ,18/10/1996,2016-05-10,2016-05-10,
Martha Fitzpatrick  ,04/11/1996,2016-05-10,2016-05-10,
Willie Gould        ,08/11/1996,2016-05-10,2016-05-10,
Christine Victoria  ,26/11/1996,2016-05-10,2016-05-10,
John Borden         ,27/11/1996,2016-05-10,2016-05-10,
Suzanne Larson      ,02/12/1996,2016-05-10,2016-05-10,
Marcus Cox          ,05/12/1996,2016-05-10,2016-05-10,
Michael Sutton      ,05/12/1996,2016-05-10,2016-05-10,
Olivia Aspinall     ,24/12/1996,2016-05-10,2016-05-10,
Mario Heilmann      ,30/12/1996,2016-05-10,2016-05-10,
Harry Duncan        ,07/10/1996,2016-05-10,2016-05-10,
William Bench       ,04/01/1997,2016-05-10,2016-05-10,
Gerry Jenkins       ,06/01/1997,2016-05-10,2016-05-10,
Janine Saur         ,11/01/1997,2016-05-10,2016-05-10,
Cora Gibson         ,12/01/1997,2016-05-10,2016-05-10,
Sandra Lannier      ,14/01/1997,2016-05-10,2016-05-10,
Clyde Bradley       ,15/01/1997,2016-05-10,2016-05-10,
Gerald Butts        ,17/01/1997,2016-05-10,2016-05-10,
Hector Selman       ,20/01/1997,2016-05-10,2016-05-10,
Earl Weber          ,24/01/1997,2016-05-10,2016-05-10,
Eugene Velo         ,25/01/1997,2016-05-10,2016-05-10,
Tim Reinsfelder     ,26/01/1997,2016-05-10,2016-05-10,
Sean Cole           ,05/01/1997,2016-05-10,2016-05-10,
Jenni Ager          ,01/10/1996,2016-05-10,2016-05-10,
Justin Godoy        ,30/09/1996,2016-05-10,2016-05-10,
Vanessa Roberts     ,18/09/1996,2016-05-10,2016-05-10,
Jason Villegas      ,08/06/1996,2016-05-10,2016-05-10,
Henry Brunson       ,21/06/1996,2016-05-10,2016-05-10,
Laura Ingram        ,22/06/1996,2016-05-10,2016-05-10,
Jill Marshall       ,29/06/1996,2016-05-10,2016-05-10,
Daniel Smalls       ,04/07/1996,2016-05-10,2016-05-10,
Florine Kim         ,14/07/1996,2016-05-10,2016-05-10,
Russell Osborn      ,27/07/1996,2016-05-10,2016-05-10,
April Thompson      ,28/07/1996,2016-05-10,2016-05-10,
Cheryl Harris       ,30/07/1996,2016-05-10,2016-05-10,
Debbie Kern         ,06/08/1996,2016-05-10,2016-05-10,
James Rainey        ,13/08/1996,2016-05-10,2016-05-10,
Lawrence Girouard   ,13/08/1996,2016-05-10,2016-05-10,
Edith Alexander     ,18/08/1996,2016-05-10,2016-05-10,
Lucia Davis         ,22/08/1996,2016-05-10,2016-05-10,
Cynthia Allen       ,29/08/1996,2016-05-10,2016-05-10,
Shawn Jimeson       ,02/09/1996,2016-05-10,2016-05-10,
Michael Walden      ,03/09/1996,2016-05-10,2016-05-10,
Janet Greene        ,06/09/1996,2016-05-10,2016-05-10,
Arthur Freund       ,07/09/1996,2016-05-10,2016-05-10,
Jeffrey Snow        ,09/09/1996,2016-05-10,2016-05-10,
Keith Hayward       ,09/09/1996,2016-05-10,2016-05-10,
Jennifer Miller     ,16/09/1996,2016-05-10,2016-05-10,
Brittany Calvert    ,18/09/1996,2016-05-10,2016-05-10,
Linda Vasquez       ,28/01/1997,2016-05-10,2016-05-10,
Emily Lund          ,06/06/1996,2016-05-10,2016-05-10,
Yvonne Knowles      ,03/02/1997,2016-05-10,2016-05-10,
Shirley Walter      ,04/03/1997,2016-05-10,2016-05-10,
Teresa Bahlmann     ,09/07/1997,2016-05-10,2016-05-10,
Ricky Ruiz          ,27/07/1997,2016-05-10,2016-05-10,
Lucia Burkett       ,30/07/1997,2016-05-10,2016-05-10,
Barbara Grams       ,03/08/1997,2016-05-10,2016-05-10,
Jennifer Linder     ,12/08/1997,2016-05-10,2016-05-10,
Florence Narain     ,21/08/1997,2016-05-10,2016-05-10,
Heather Baxter      ,21/08/1997,2016-05-10,2016-05-10,
Yvonne Kouba        ,25/08/1997,2016-05-10,2016-05-10,
Jerome May          ,04/09/1997,2016-05-10,2016-05-10,
Melody Whitlock     ,05/09/1997,2016-05-10,2016-05-10,
Deborah Peralez     ,08/07/1997,2016-05-10,2016-05-10,
Lucille Bell        ,07/09/1997,2016-05-10,2016-05-10,
Keith Sharp         ,23/09/1997,2016-05-10,2016-05-10,
Jenny Mcnabb        ,25/09/1997,2016-05-10,2016-05-10,
Daniel Guzman       ,04/10/1997,2016-05-10,2016-05-10,
Louis Timchula      ,07/10/1997,2016-05-10,2016-05-10,
Donna Dengler       ,25/10/1997,2016-05-10,2016-05-10,
Carolyn Ave         ,29/10/1997,2016-05-10,2016-05-10,
Ana Coleman         ,05/11/1997,2016-05-10,2016-05-10,
Joseph Holt         ,11/11/1997,2016-05-10,2016-05-10,
Michelle Riesner    ,18/11/1997,2016-05-10,2016-05-10,
Karen Keeney        ,25/12/1993,2016-05-10,2016-05-10,
Alice Seidel        ,18/09/1997,2016-05-10,2016-05-10,
Anthony Hullinger   ,02/07/1997,2016-05-10,2016-05-10,
German Gallian      ,12/06/1997,2016-05-10,2016-05-10,
Chester Garske      ,08/06/1997,2016-05-10,2016-05-10,
Leslie Casey        ,07/03/1997,2016-05-10,2016-05-10,
Helena Carranza     ,10/03/1997,2016-05-10,2016-05-10,
Carolyn Schimmel    ,19/03/1997,2016-05-10,2016-05-10,
Mark Powers         ,23/03/1997,2016-05-10,2016-05-10,
Shanae Platt        ,24/03/1997,2016-05-10,2016-05-10,
Kim Palmer          ,27/03/1997,2016-05-10,2016-05-10,
Helen Morrill       ,30/03/1997,2016-05-10,2016-05-10,
Kendall Burgos      ,05/04/1997,2016-05-10,2016-05-10,
Deanne Fisher       ,08/04/1997,2016-05-10,2016-05-10,
Jeanette Stupar     ,10/04/1997,2016-05-10,2016-05-10,
Jennine Robertson   ,11/04/1997,2016-05-10,2016-05-10,
Melissa Balser      ,11/04/1997,2016-05-10,2016-05-10,
Willis Stewart      ,21/04/1997,2016-05-10,2016-05-10,
Sandra Gavenda      ,24/04/1997,2016-05-10,2016-05-10,
Donna Riess         ,01/05/1997,2016-05-10,2016-05-10,
William Jones       ,05/05/1997,2016-05-10,2016-05-10,
Charles Crandall    ,12/05/1997,2016-05-10,2016-05-10,
Shirley Hatfield    ,12/05/1997,2016-05-10,2016-05-10,
Lisa Gustavson      ,22/05/1997,2016-05-10,2016-05-10,
Marisa Smiley       ,23/05/1997,2016-05-10,2016-05-10,
Ada Tejeda          ,24/05/1997,2016-05-10,2016-05-10,
Amy Soto            ,28/05/1997,2016-05-10,2016-05-10,
Polly Mujalli       ,28/05/1997,2016-05-10,2016-05-10,
George Combs        ,14/02/1997,2016-05-10,2016-05-10,
Clayton Hudson      ,04/06/1996,2016-05-10,2016-05-10,
Joshua Braswell     ,29/09/1996,2016-05-10,2016-05-10,
Kimberly Fletcher   ,23/05/1996,2016-05-10,2016-05-10,
Michael Tade        ,17/11/1994,2016-05-10,2016-05-10,
Kirby Roberts       ,26/11/1994,2016-05-10,2016-05-10,
Rebecca Marusarz    ,26/11/1994,2016-05-10,2016-05-10,
Earl Manson         ,01/12/1994,2016-05-10,2016-05-10,
Manuela Hines       ,06/12/1994,2016-05-10,2016-05-10,
Wai Houlahan        ,11/12/1994,2016-05-10,2016-05-10,
Barbara Mchale      ,19/12/1994,2016-05-10,2016-05-10,
Theresa Dixon       ,28/12/1994,2016-05-10,2016-05-10,
Martha Peters       ,09/01/1995,2016-05-10,2016-05-10,
Frances Netherton   ,08/02/1995,2016-05-10,2016-05-10,
Gary Hansberger     ,08/02/1995,2016-05-10,2016-05-10,
Adrian Whapham      ,11/03/1995,2016-05-10,2016-05-10,
Phillip Daley       ,12/03/1995,2016-05-10,2016-05-10,
Phyllis Romero      ,24/03/1995,2016-05-10,2016-05-10,
Luz Connelly        ,26/03/1995,2016-05-10,2016-05-10,
Mary Dicicco        ,31/03/1995,2016-05-10,2016-05-10,
Ann Mcguigan        ,02/04/1995,2016-05-10,2016-05-10,
Lyle Hemenway       ,03/05/1995,2016-05-10,2016-05-10,
Tina Taylor         ,03/05/1995,2016-05-10,2016-05-10,
Zofia Treinen       ,06/05/1995,2016-05-10,2016-05-10,
James Wilkins       ,29/05/1995,2016-05-10,2016-05-10,
Brenda Miller       ,03/07/1995,2016-05-10,2016-05-10,
Adrienne Ruck       ,13/07/1995,2016-05-10,2016-05-10,
John Vildosola      ,29/05/1996,2016-05-10,2016-05-10,
Patrick Kerley      ,13/07/1995,2016-05-10,2016-05-10,
Effie Garcia        ,14/11/1994,2016-05-10,2016-05-10,
James Gantt         ,10/09/1994,2016-05-10,2016-05-10,
Mary Garret         ,12/11/1993,2016-05-10,2016-05-10,
Jackie Henson       ,21/10/1993,2016-05-10,2016-05-10,
Ray Martin          ,29/08/1993,2016-05-10,2016-05-10,
Judith Sanders      ,26/08/1993,2016-05-10,2016-05-10,
Gilbert Mackay      ,18/08/1993,2016-05-10,2016-05-10,
Nellie Jaynes       ,02/08/1993,2016-05-10,2016-05-10,
John Velis          ,17/06/1993,2016-05-10,2016-05-10,
Dale Kirkwood       ,22/05/1993,2016-05-10,2016-05-10,
Ross Peele          ,03/10/1992,2016-05-10,2016-05-10,
Pablo Weidler       ,27/09/1992,2016-05-10,2016-05-10,
Joyce Williams      ,26/09/1992,2016-05-10,2016-05-10,
Simon Hendricks     ,23/09/1992,2016-05-10,2016-05-10,
Stacy Judd          ,02/06/1992,2016-05-10,2016-05-10,
Frances Bateman     ,06/05/1992,2016-05-10,2016-05-10,
James Borders       ,31/12/1990,2016-05-10,2016-05-10,
Jeffrey Lamb        ,14/01/1994,2016-05-10,2016-05-10,
Mary Laura          ,09/04/1994,2016-05-10,2016-05-10,
Leonard Hart        ,27/04/1994,2016-05-10,2016-05-10,
Franklin Olson      ,29/04/1994,2016-05-10,2016-05-10,
Vincent Greene      ,29/07/1994,2016-05-10,2016-05-10,
Janice Mcnatt       ,28/08/1994,2016-05-10,2016-05-10,
Roberta Shelley     ,01/09/1994,2016-05-10,2016-05-10,
Roderick Anding     ,03/09/1994,2016-05-10,2016-05-10,
Robert Featherston  ,08/10/1994,2016-05-10,2016-05-10,
Deborah Rosenfeld   ,14/07/1995,2016-05-10,2016-05-10,
Dong Brett          ,17/11/1994,2016-05-10,2016-05-10,
Ronald Stovall      ,18/07/1995,2016-05-10,2016-05-10,
Tristan Chen        ,01/02/1996,2016-05-10,2016-05-10,
John Davis          ,05/02/1996,2016-05-10,2016-05-10,
Robert Ewing        ,09/02/1996,2016-05-10,2016-05-10,
Samantha Vazquez    ,19/02/1996,2016-05-10,2016-05-10,
Frances Robinson    ,25/02/1996,2016-05-10,2016-05-10,
Krystal Curtis      ,01/03/1996,2016-05-10,2016-05-10,
Haley Fundora       ,02/03/1996,2016-05-10,2016-05-10,
Kimberly Barksdale  ,05/03/1996,2016-05-10,2016-05-10,
Donna Hull          ,08/03/1996,2016-05-10,2016-05-10,
Cynthia Barrier     ,10/03/1996,2016-05-10,2016-05-10,
James Baker         ,21/01/1996,2016-05-10,2016-05-10,
Kathryn Starr       ,11/03/1996,2016-05-10,2016-05-10,
Robert Tweed        ,29/03/1996,2016-05-10,2016-05-10,
Patricia Nelson     ,06/04/1996,2016-05-10,2016-05-10,
James Smith         ,10/04/1996,2016-05-10,2016-05-10,
Adam Johnson        ,11/04/1996,2016-05-10,2016-05-10,
Pete Bobb           ,22/04/1996,2016-05-10,2016-05-10,
Elizabeth Perry     ,23/04/1996,2016-05-10,2016-05-10,
Henry Torres        ,02/05/1996,2016-05-10,2016-05-10,
James Lundborg      ,02/05/1996,2016-05-10,2016-05-10,
Carmen Frix         ,09/05/1996,2016-05-10,2016-05-10,
Roger Ballance      ,16/05/1996,2016-05-10,2016-05-10,
Janis Cook          ,13/03/1996,2016-05-10,2016-05-10,
Wes Carlson         ,13/01/1996,2016-05-10,2016-05-10,
Linda Gomez         ,08/03/1996,2016-05-10,2016-05-10,
Cynthia Corbin      ,21/09/1995,2016-05-10,2016-05-10,
Nicole Mcglone      ,13/01/1996,2016-05-10,2016-05-10,
Margaret Magallanes ,07/08/1995,2016-05-10,2016-05-10,
Thomas Cole         ,11/08/1995,2016-05-10,2016-05-10,
Monica Loureiro     ,24/08/1995,2016-05-10,2016-05-10,
Babette Mitchell    ,27/08/1995,2016-05-10,2016-05-10,
Wendy Faison        ,10/09/1995,2016-05-10,2016-05-10,
Kathleen Benzi      ,15/09/1995,2016-05-10,2016-05-10,
Johnnie Plackett    ,23/09/1995,2016-05-10,2016-05-10,
Cynthia Vanwinkle   ,27/09/1995,2016-05-10,2016-05-10,
Thomas Collins      ,01/10/1995,2016-05-10,2016-05-10,
Darlene Cunha       ,06/10/1995,2016-05-10,2016-05-10,
Douglas Medina      ,19/07/1995,2016-05-10,2016-05-10,
Jeremy Garbe        ,04/01/1996,2016-05-10,2016-05-10,
Jerry Fritz         ,19/10/1995,2016-05-10,2016-05-10,
Barbara Brahler     ,03/11/1995,2016-05-10,2016-05-10,
Lynn Bernhart       ,13/11/1995,2016-05-10,2016-05-10,
Vicki Jacobs        ,14/11/1995,2016-05-10,2016-05-10,
Rafael Ellis        ,17/11/1995,2016-05-10,2016-05-10,
Joseph Hirneise     ,18/12/1995,2016-05-10,2016-05-10,
Daniel Laster       ,31/12/1995,2016-05-10,2016-05-10,
Maida Valdez        ,01/01/1996,2016-05-10,2016-05-10,
Thaddeus Diaz       ,09/10/1995,2016-05-10,2016-05-10,
Errol Dietrick      ,11/01/1996,2016-05-10,2016-05-10,
Clayton Hudson      ,04/06/1996,2016-05-11,2016-05-11,
Sherry Stewart      ,07/06/1996,2016-05-11,2016-05-11,
Jason Villegas      ,08/06/1996,2016-05-11,2016-05-11,
Lisa Hazelwood      ,14/06/1996,2016-05-11,2016-05-11,
Justin Achenbach    ,29/06/1996,2016-05-11,2016-05-11,
Sean Bishop         ,23/06/1996,2016-05-11,2016-05-11,
Christopher Orgill  ,24/06/1996,2016-05-11,2016-05-11,
Jill Marshall       ,29/06/1996,2016-05-11,2016-05-11,
Sarah Mckeon        ,02/06/1996,2016-05-11,2016-05-11,
Henry Brunson       ,21/06/1996,2016-05-11,2016-05-11,
Robert Tweed        ,29/03/1996,2016-05-11,2016-05-11,
James Smith         ,10/04/1996,2016-05-11,2016-05-11,
Sheila Fitzgerald   ,30/05/1996,2016-05-11,2016-05-11,
Ardis Haley         ,29/05/1996,2016-05-11,2016-05-11,
Stephanie Malinowski,18/05/1996,2016-05-11,2016-05-11,
Roger Ballance      ,16/05/1996,2016-05-11,2016-05-11,
James Hemingway     ,10/05/1996,2016-05-11,2016-05-11,
Henry Torres        ,02/05/1996,2016-05-11,2016-05-11,
Joseph Smith        ,25/04/1996,2016-05-11,2016-05-11,
Elizabeth Perry     ,23/04/1996,2016-05-11,2016-05-11,
Hazel Olberding     ,16/04/1996,2016-05-11,2016-05-11,
Chris Mayer         ,14/04/1996,2016-05-11,2016-05-11,
Cynthia Kennedy     ,09/07/1996,2016-05-11,2016-05-11,
Jennifer Savage     ,31/05/1996,2016-05-11,2016-05-11,
Felicia Preece      ,09/07/1996,2016-05-11,2016-05-11,
John Gilstrap       ,14/10/1996,2016-05-11,2016-05-11,
Mary Murray         ,17/07/1996,2016-05-11,2016-05-11,
Cynthia Barrier     ,10/03/1996,2016-05-11,2016-05-11,
Fred Aderholt       ,25/10/1996,2016-05-11,2016-05-11,
Willie Gould        ,08/11/1996,2016-05-11,2016-05-11,
Sanford Huffman     ,02/10/1996,2016-05-11,2016-05-11,
Jenni Ager          ,01/10/1996,2016-05-11,2016-05-11,
Justin Godoy        ,30/09/1996,2016-05-11,2016-05-11,
Matthew Stamour     ,24/09/1996,2016-05-11,2016-05-11,
Geraldine Babb      ,20/09/1996,2016-05-11,2016-05-11,
Brittany Calvert    ,18/09/1996,2016-05-11,2016-05-11,
Jennifer Miller     ,16/09/1996,2016-05-11,2016-05-11,
Lisa Walker         ,14/09/1996,2016-05-11,2016-05-11,
Florine Kim         ,14/07/1996,2016-05-11,2016-05-11,
Libby Locke         ,13/09/1996,2016-05-11,2016-05-11,
Janet Greene        ,06/09/1996,2016-05-11,2016-05-11,
Leroy Gennaro       ,30/08/1996,2016-05-11,2016-05-11,
David Reid          ,27/08/1996,2016-05-11,2016-05-11,
Vivian Gibson       ,20/08/1996,2016-05-11,2016-05-11,
Edith Alexander     ,18/08/1996,2016-05-11,2016-05-11,
Tasia Capehart      ,17/08/1996,2016-05-11,2016-05-11,
Debbie Kern         ,06/08/1996,2016-05-11,2016-05-11,
Melanie Cooke       ,31/07/1996,2016-05-11,2016-05-11,
Myra Segura         ,28/07/1996,2016-05-11,2016-05-11,
April Thompson      ,28/07/1996,2016-05-11,2016-05-11,
Ruby Pace           ,24/07/1996,2016-05-11,2016-05-11,
Arthur Freund       ,07/09/1996,2016-05-11,2016-05-11,
Donna Hull          ,08/03/1996,2016-05-11,2016-05-11,
Peggy Kasky         ,17/03/1993,2016-05-11,2016-05-11,
Samantha Vazquez    ,19/02/1996,2016-05-11,2016-05-11,
Babette Mitchell    ,27/08/1995,2016-05-11,2016-05-11,
Peter Romo          ,25/08/1995,2016-05-11,2016-05-11,
Monica Loureiro     ,24/08/1995,2016-05-11,2016-05-11,
Thomas Conlon       ,07/08/1995,2016-05-11,2016-05-11,
Margaret Magallanes ,07/08/1995,2016-05-11,2016-05-11,
Robert Pickert      ,06/08/1995,2016-05-11,2016-05-11,
David Lombardi      ,03/08/1995,2016-05-11,2016-05-11,
Ralph Brisson       ,26/07/1995,2016-05-11,2016-05-11,
Ronald Stovall      ,18/07/1995,2016-05-11,2016-05-11,
Robert Haine        ,14/07/1995,2016-05-11,2016-05-11,
Adrienne Ruck       ,13/07/1995,2016-05-11,2016-05-11,
Karla Breaux        ,10/07/1995,2016-05-11,2016-05-11,
Anita Ullrich       ,16/06/1995,2016-05-11,2016-05-11,
Walter Chesnutt     ,24/05/1995,2016-05-11,2016-05-11,
Fredrick Acevedo    ,07/05/1995,2016-05-11,2016-05-11,
Tina Taylor         ,03/05/1995,2016-05-11,2016-05-11,
Lyle Hemenway       ,03/05/1995,2016-05-11,2016-05-11,
Leonard Russell     ,09/04/1995,2016-05-11,2016-05-11,
Luz Connelly        ,26/03/1995,2016-05-11,2016-05-11,
Phillip Daley       ,12/03/1995,2016-05-11,2016-05-11,
Adrian Whapham      ,11/03/1995,2016-05-11,2016-05-11,
Rebecca Lynch       ,25/02/1995,2016-05-11,2016-05-11,
James Albers        ,25/11/1996,2016-05-11,2016-05-11,
Coleen Boender      ,05/09/1995,2016-05-11,2016-05-11,
Wendy Faison        ,10/09/1995,2016-05-11,2016-05-11,
James Foltz         ,13/09/1995,2016-05-11,2016-05-11,
Cynthia Vanwinkle   ,27/09/1995,2016-05-11,2016-05-11,
Arlena Raven        ,11/02/1996,2016-05-11,2016-05-11,
Helen Coleman       ,09/02/1996,2016-05-11,2016-05-11,
John Davis          ,05/02/1996,2016-05-11,2016-05-11,
Tristan Chen        ,01/02/1996,2016-05-11,2016-05-11,
Frances Schiavone   ,26/01/1996,2016-05-11,2016-05-11,
Wes Carlson         ,13/01/1996,2016-05-11,2016-05-11,
Margaret Hickman    ,08/01/1996,2016-05-11,2016-05-11,
Ronald Snook        ,03/01/1996,2016-05-11,2016-05-11,
Elizabeth Wolley    ,29/12/1995,2016-05-11,2016-05-11,
Johnie Johnson      ,28/12/1995,2016-05-11,2016-05-11,
Phillip Harris      ,23/12/1995,2016-05-11,2016-05-11,
Toby Baker          ,29/02/1996,2016-05-11,2016-05-11,
Joseph Hirneise     ,18/12/1995,2016-05-11,2016-05-11,
Dawn Douglas        ,10/12/1995,2016-05-11,2016-05-11,
Dawn Gandara        ,09/12/1995,2016-05-11,2016-05-11,
Ollie Rogers        ,25/11/1995,2016-05-11,2016-05-11,
Vickie Carlos       ,21/11/1995,2016-05-11,2016-05-11,
Eula Wright         ,20/11/1995,2016-05-11,2016-05-11,
Jerry Carroll       ,19/11/1995,2016-05-11,2016-05-11,
Lynn Bernhart       ,13/11/1995,2016-05-11,2016-05-11,
Ricardo Hedman      ,07/11/1995,2016-05-11,2016-05-11,
Virginia Blackmon   ,15/10/1995,2016-05-11,2016-05-11,
Edward Brown        ,11/10/1995,2016-05-11,2016-05-11,
Jim Turner          ,08/10/1995,2016-05-11,2016-05-11,
Guillermo Johnson   ,10/12/1995,2016-05-11,2016-05-11,
Fred Massenburg     ,02/12/1996,2016-05-11,2016-05-11,
Stacy Judd          ,02/06/1992,2016-05-11,2016-05-11,
Owen Wessel         ,04/12/1996,2016-05-11,2016-05-11,
Dong Brett          ,17/11/1994,2016-05-11,2016-05-11,
Isreal Mathis       ,23/11/1994,2016-05-11,2016-05-11,
Roberto Fitzgerald  ,23/11/1994,2016-05-11,2016-05-11,
Kirby Roberts       ,26/11/1994,2016-05-11,2016-05-11,
Wai Houlahan        ,11/12/1994,2016-05-11,2016-05-11,
Barbara Mchale      ,19/12/1994,2016-05-11,2016-05-11,
Carl Dowling        ,09/01/1995,2016-05-11,2016-05-11,
Brenda Mathis       ,15/01/1995,2016-05-11,2016-05-11,
Ana Coleman         ,05/11/1997,2016-05-11,2016-05-11,
David Rufino        ,02/11/1997,2016-05-11,2016-05-11,
Donna Dengler       ,25/10/1997,2016-05-11,2016-05-11,
Lisa Sing           ,23/10/1997,2016-05-11,2016-05-11,
Daniel Harris       ,07/10/1997,2016-05-11,2016-05-11,
Daniel Guzman       ,04/10/1997,2016-05-11,2016-05-11,
Ernest Stewart      ,26/09/1997,2016-05-11,2016-05-11,
Alice Seidel        ,18/09/1997,2016-05-11,2016-05-11,
Sharon Barton       ,08/09/1997,2016-05-11,2016-05-11,
Suzanne Bartley     ,03/09/1997,2016-05-11,2016-05-11,
Donald Reddout      ,29/08/1997,2016-05-11,2016-05-11,
Heather Baxter      ,21/08/1997,2016-05-11,2016-05-11,
Mary Hill           ,19/08/1997,2016-05-11,2016-05-11,
Lucille Moore       ,05/08/1997,2016-05-11,2016-05-11,
Charles Betts       ,18/07/1997,2016-05-11,2016-05-11,
Joann Dimick        ,09/10/1994,2016-05-11,2016-05-11,
Suzanne Larson      ,02/12/1996,2016-05-11,2016-05-11,
Robert Featherston  ,08/10/1994,2016-05-11,2016-05-11,
Roderick Anding     ,03/09/1994,2016-05-11,2016-05-11,
Gary Mullis         ,27/11/1989,2016-05-11,2016-05-11,
Sara Schlueter      ,29/11/1990,2016-05-11,2016-05-11,
Spencer Spencer     ,13/10/1991,2016-05-11,2016-05-11,
Frances Bateman     ,06/05/1992,2016-05-11,2016-05-11,
Pablo Weidler       ,27/09/1992,2016-05-11,2016-05-11,
Joel Heller         ,10/10/1992,2016-05-11,2016-05-11,
Robert Williams     ,02/04/1993,2016-05-11,2016-05-11,
Michael Mcbride     ,26/04/1993,2016-05-11,2016-05-11,
Joseph Higgins      ,09/05/1993,2016-05-11,2016-05-11,
Dale Kirkwood       ,22/05/1993,2016-05-11,2016-05-11,
Geraldine Arreola   ,27/05/1993,2016-05-11,2016-05-11,
Patricia Whitley    ,08/06/1993,2016-05-11,2016-05-11,
John Velis          ,17/06/1993,2016-05-11,2016-05-11,
Judith Sanders      ,26/08/1993,2016-05-11,2016-05-11,
Jackie Henson       ,21/10/1993,2016-05-11,2016-05-11,
Mary Garret         ,12/11/1993,2016-05-11,2016-05-11,
Marion Marceau      ,20/11/1993,2016-05-11,2016-05-11,
Vanessa Aguilar     ,10/12/1993,2016-05-11,2016-05-11,
Karen Keeney        ,25/12/1993,2016-05-11,2016-05-11,
John Bona           ,22/03/1994,2016-05-11,2016-05-11,
Maria Troutman      ,25/04/1994,2016-05-11,2016-05-11,
Carey Hamilton      ,10/07/1994,2016-05-11,2016-05-11,
Marina Ryan         ,06/08/1994,2016-05-11,2016-05-11,
Elease Dicus        ,24/09/1994,2016-05-11,2016-05-11,
Esther Swain        ,12/07/1997,2016-05-11,2016-05-11,
Jerry Tracy         ,17/07/1997,2016-05-11,2016-05-11,
Thomas Palomo       ,09/07/1997,2016-05-11,2016-05-11,
Pamela Saltzman     ,06/03/1997,2016-05-11,2016-05-11,
Katrina Beasley     ,06/03/1997,2016-05-11,2016-05-11,
Carolyn Levins      ,06/03/1997,2016-05-11,2016-05-11,
Zenobia Yahna       ,19/02/1997,2016-05-11,2016-05-11,
Michael Hill        ,16/02/1997,2016-05-11,2016-05-11,
Linda Vasquez       ,28/01/1997,2016-05-11,2016-05-11,
Tim Reinsfelder     ,26/01/1997,2016-05-11,2016-05-11,
Eugene Velo         ,25/01/1997,2016-05-11,2016-05-11,
Earl Weber          ,24/01/1997,2016-05-11,2016-05-11,
Irma Cruz           ,21/01/1997,2016-05-11,2016-05-11,
Michael Pitts       ,16/01/1997,2016-05-11,2016-05-11,
Steven Lee          ,14/01/1997,2016-05-11,2016-05-11,
Sean Cole           ,05/01/1997,2016-05-11,2016-05-11,
William Bench       ,04/01/1997,2016-05-11,2016-05-11,
Mario Heilmann      ,30/12/1996,2016-05-11,2016-05-11,
